Question No,Title,Url,Difficulty,Tag
761,Special Binary String,https://leetcode.com/problems/special-binary-string,Hard,"String, Recursion"
762,Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,Easy,"Math, Bit Manipulation"
763,Partition Labels,https://leetcode.com/problems/partition-labels,Medium,"Hash Table, Two Pointers, String, Greedy"
764,Largest Plus Sign,https://leetcode.com/problems/largest-plus-sign,Medium,"Array, Dynamic Programming"
765,Couples Holding Hands,https://leetcode.com/problems/couples-holding-hands,Hard,"Greedy, Depth-First Search, Breadth-First Search, Union Find, Graph"
766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix,Easy,"Array, Matrix"
767,Reorganize String,https://leetcode.com/problems/reorganize-string,Medium,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
768,Max Chunks To Make Sorted II,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,Hard,"Array, Stack, Greedy, Sorting, Monotonic Stack"
769,Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted,Medium,"Array, Stack, Greedy, Sorting, Monotonic Stack"
770,Basic Calculator IV,https://leetcode.com/problems/basic-calculator-iv,Hard,"Hash Table, Math, String, Stack, Recursion"
771,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones,Easy,"Hash Table, String"
772,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii,Hard,"Math, String, Stack, Recursion"
773,Sliding Puzzle,https://leetcode.com/problems/sliding-puzzle,Hard,"Array, Breadth-First Search, Matrix"
774,Minimize Max Distance to Gas Station,https://leetcode.com/problems/minimize-max-distance-to-gas-station,Hard,"Array, Binary Search"
775,Global and Local Inversions,https://leetcode.com/problems/global-and-local-inversions,Medium,"Array, Math"
776,Split BST,https://leetcode.com/problems/split-bst,Medium,"Tree, Binary Search Tree, Recursion, Binary Tree"
777,Swap Adjacent in LR String,https://leetcode.com/problems/swap-adjacent-in-lr-string,Medium,"Two Pointers, String"
778,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
779,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar,Medium,"Math, Bit Manipulation, Recursion"
780,Reaching Points,https://leetcode.com/problems/reaching-points,Hard,Math
781,Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest,Medium,"Array, Hash Table, Math, Greedy"
782,Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard,Hard,"Array, Math, Bit Manipulation, Matrix"
783,Minimum Distance Between BST Nodes,https://leetcode.com/problems/minimum-distance-between-bst-nodes,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
784,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation,Medium,"String, Backtracking, Bit Manipulation"
785,Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
786,K-th Smallest Prime Fraction,https://leetcode.com/problems/k-th-smallest-prime-fraction,Hard,"Array, Binary Search, Heap (Priority Queue)"
787,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops,Medium,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
788,Rotated Digits,https://leetcode.com/problems/rotated-digits,Medium,"Math, Dynamic Programming"
789,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts,Medium,"Array, Math"
790,Domino and Tromino Tiling,https://leetcode.com/problems/domino-and-tromino-tiling,Medium,Dynamic Programming
791,Custom Sort String,https://leetcode.com/problems/custom-sort-string,Medium,"Hash Table, String, Sorting"
792,Number of Matching Subsequences,https://leetcode.com/problems/number-of-matching-subsequences,Medium,"Hash Table, String, Trie, Sorting"
793,Preimage Size of Factorial Zeroes Function,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function,Hard,"Math, Binary Search"
794,Valid Tic-Tac-Toe State,https://leetcode.com/problems/valid-tic-tac-toe-state,Medium,"Array, String"
795,Number of Subarrays with Bounded Maximum,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,Medium,"Array, Two Pointers"
796,Rotate String,https://leetcode.com/problems/rotate-string,Easy,"String, String Matching"
797,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target,Medium,"Backtracking, Depth-First Search, Breadth-First Search, Graph"
798,Smallest Rotation with Highest Score,https://leetcode.com/problems/smallest-rotation-with-highest-score,Hard,"Array, Prefix Sum"
799,Champagne Tower,https://leetcode.com/problems/champagne-tower,Medium,Dynamic Programming
800,Similar RGB Color,https://leetcode.com/problems/similar-rgb-color,Easy,"Math, String, Enumeration"
801,Minimum Swaps To Make Sequences Increasing,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,Hard,"Array, Dynamic Programming"
802,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
803,Bricks Falling When Hit,https://leetcode.com/problems/bricks-falling-when-hit,Hard,"Array, Union Find, Matrix"
804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words,Easy,"Array, Hash Table, String"
805,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average,Hard,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask"
806,Number of Lines To Write String,https://leetcode.com/problems/number-of-lines-to-write-string,Easy,"Array, String"
807,Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline,Medium,"Array, Greedy, Matrix"
808,Soup Servings,https://leetcode.com/problems/soup-servings,Medium,"Math, Dynamic Programming, Probability and Statistics"
809,Expressive Words,https://leetcode.com/problems/expressive-words,Medium,"Array, Two Pointers, String"
810,Chalkboard XOR Game,https://leetcode.com/problems/chalkboard-xor-game,Hard,"Array, Math, Bit Manipulation, Brainteaser, Game Theory"
811,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count,Medium,"Array, Hash Table, String, Counting"
812,Largest Triangle Area,https://leetcode.com/problems/largest-triangle-area,Easy,"Array, Math, Geometry"
813,Largest Sum of Averages,https://leetcode.com/problems/largest-sum-of-averages,Medium,"Array, Dynamic Programming"
814,Binary Tree Pruning,https://leetcode.com/problems/binary-tree-pruning,Medium,"Tree, Depth-First Search, Binary Tree"
815,Bus Routes,https://leetcode.com/problems/bus-routes,Hard,"Array, Hash Table, Breadth-First Search"
816,Ambiguous Coordinates,https://leetcode.com/problems/ambiguous-coordinates,Medium,"String, Backtracking"
817,Linked List Components,https://leetcode.com/problems/linked-list-components,Medium,"Hash Table, Linked List"
818,Race Car,https://leetcode.com/problems/race-car,Hard,Dynamic Programming
819,Most Common Word,https://leetcode.com/problems/most-common-word,Easy,"Hash Table, String"
820,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words,Medium,"Array, Hash Table, String, Trie"
821,Shortest Distance to a Character,https://leetcode.com/problems/shortest-distance-to-a-character,Easy,"Array, Two Pointers, String"
822,Card Flipping Game,https://leetcode.com/problems/card-flipping-game,Medium,"Array, Hash Table"
823,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors,Medium,"Array, Hash Table, Dynamic Programming"
824,Goat Latin,https://leetcode.com/problems/goat-latin,Easy,String
825,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages,Medium,"Array, Two Pointers, Binary Search, Sorting"
826,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work,Medium,"Array, Two Pointers, Binary Search, Greedy, Sorting"
827,Making A Large Island,https://leetcode.com/problems/making-a-large-island,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
828,Count Unique Characters of All Substrings of a Given String,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string,Hard,"String, Dynamic Programming"
829,Consecutive Numbers Sum,https://leetcode.com/problems/consecutive-numbers-sum,Hard,"Math, Enumeration"
830,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups,Easy,String
831,Masking Personal Information,https://leetcode.com/problems/masking-personal-information,Medium,String
832,Flipping an Image,https://leetcode.com/problems/flipping-an-image,Easy,"Array, Two Pointers, Matrix, Simulation"
833,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string,Medium,"Array, String, Sorting"
834,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,Hard,"Dynamic Programming, Tree, Depth-First Search, Graph"
835,Image Overlap,https://leetcode.com/problems/image-overlap,Medium,"Array, Matrix"
836,Rectangle Overlap,https://leetcode.com/problems/rectangle-overlap,Easy,"Math, Geometry"
837,New 21 Game,https://leetcode.com/problems/new-21-game,Medium,"Math, Dynamic Programming, Sliding Window, Probability and Statistics"
838,Push Dominoes,https://leetcode.com/problems/push-dominoes,Medium,"Two Pointers, String, Dynamic Programming"
839,Similar String Groups,https://leetcode.com/problems/similar-string-groups,Hard,"String, Depth-First Search, Breadth-First Search, Union Find"
840,Magic Squares In Grid,https://leetcode.com/problems/magic-squares-in-grid,Medium,"Array, Math, Matrix"
841,Keys and Rooms,https://leetcode.com/problems/keys-and-rooms,Medium,"Depth-First Search, Breadth-First Search, Graph"
842,Split Array into Fibonacci Sequence,https://leetcode.com/problems/split-array-into-fibonacci-sequence,Medium,"String, Backtracking"
843,Guess the Word,https://leetcode.com/problems/guess-the-word,Hard,"Array, Math, String, Interactive, Game Theory"
844,Backspace String Compare,https://leetcode.com/problems/backspace-string-compare,Easy,"Two Pointers, String, Stack, Simulation"
845,Longest Mountain in Array,https://leetcode.com/problems/longest-mountain-in-array,Medium,"Array, Two Pointers, Dynamic Programming, Enumeration"
846,Hand of Straights,https://leetcode.com/problems/hand-of-straights,Medium,"Array, Hash Table, Greedy, Sorting"
847,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,Hard,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph, Bitmask"
848,Shifting Letters,https://leetcode.com/problems/shifting-letters,Medium,"Array, String"
849,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person,Medium,Array
850,Rectangle Area II,https://leetcode.com/problems/rectangle-area-ii,Hard,"Array, Segment Tree, Line Sweep, Ordered Set"
851,Loud and Rich,https://leetcode.com/problems/loud-and-rich,Medium,"Array, Depth-First Search, Graph, Topological Sort"
852,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array,Easy,"Array, Binary Search"
853,Car Fleet,https://leetcode.com/problems/car-fleet,Medium,"Array, Stack, Sorting, Monotonic Stack"
854,K-Similar Strings,https://leetcode.com/problems/k-similar-strings,Hard,"String, Breadth-First Search"
855,Exam Room,https://leetcode.com/problems/exam-room,Medium,"Design, Ordered Set"
856,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses,Medium,"String, Stack"
857,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)"
858,Mirror Reflection,https://leetcode.com/problems/mirror-reflection,Medium,"Math, Geometry"
859,Buddy Strings,https://leetcode.com/problems/buddy-strings,Easy,"Hash Table, String"
860,Lemonade Change,https://leetcode.com/problems/lemonade-change,Easy,"Array, Greedy"
861,Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix,Medium,"Array, Greedy, Bit Manipulation, Matrix"
862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,Hard,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue"
863,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
864,Shortest Path to Get All Keys,https://leetcode.com/problems/shortest-path-to-get-all-keys,Hard,"Bit Manipulation, Breadth-First Search"
865,Smallest Subtree with all the Deepest Nodes,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
866,Prime Palindrome,https://leetcode.com/problems/prime-palindrome,Medium,Math
867,Transpose Matrix,https://leetcode.com/problems/transpose-matrix,Easy,"Array, Matrix, Simulation"
868,Binary Gap,https://leetcode.com/problems/binary-gap,Easy,"Math, Bit Manipulation"
869,Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2,Medium,"Math, Sorting, Counting, Enumeration"
870,Advantage Shuffle,https://leetcode.com/problems/advantage-shuffle,Medium,"Array, Greedy, Sorting"
871,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
872,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees,Easy,"Tree, Depth-First Search, Binary Tree"
873,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,Medium,"Array, Hash Table, Dynamic Programming"
874,Walking Robot Simulation,https://leetcode.com/problems/walking-robot-simulation,Medium,"Array, Simulation"
875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas,Medium,"Array, Binary Search"
